rank,target,ref,signal_type,counter_trade,use_excess_return,threshold_width,hold_days,start_days,sma_period,correlation,other_message,trade_count,long_count,short_count,win_rate,total_profit,positive_year_ratio,worst_year_profit,average_pct,std_pct,t_value,average_long_pct,average_short_pct
134,TRY_JPY,NQ100_Futures,sma,False,False,1.0,20,1,200,-0.028061187,,200,140,60,60.500000000,135.113562426,66.666666667,-20.243494307,0.941332538,4.962707727,2.682497772,2.056343313,-1.660359269
135,GBP_USD,EUR_USD,bb,False,False,2.5,20,1,100,0.093233120,,30,18,12,73.333333333,0.736119847,78.571428571,-0.069539952,1.425884139,2.913372008,2.680704370,0.823813624,2.328989912
136,TRY_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,50,0.034565002,,171,118,53,60.233918129,145.203495466,66.666666667,-6.217709672,1.120268027,5.469710035,2.678278240,2.113011265,-1.089990501
137,GBP_JPY,EUR_GBP,bb,False,False,2.0,20,1,50,0.083797436,,84,44,40,60.714285714,129.369009616,80.000000000,-21.146735732,0.969072842,3.318576787,2.676357932,1.079487613,0.847616594
138,EUR_USD,EUR_GBP,bb,False,False,2.0,20,1,100,0.108697763,,67,31,36,65.671641791,0.728263325,86.666666667,-0.047489300,0.895431684,2.740719963,2.674269649,0.785720984,0.989904786
139,CAD_JPY,AUD_NZD,bb,False,False,2.0,20,1,100,0.152899708,,69,29,40,63.768115942,77.334979170,73.333333333,-8.666936480,1.187849455,3.696061423,2.669603533,1.668066125,0.839692370
140,GBP_JPY,EUR_GBP,sma,False,False,1.0,20,1,15,0.058015887,,172,90,82,56.395348837,190.836908780,73.333333333,-19.085368356,0.746688880,3.668791698,2.669198378,1.068067058,0.393956733
141,NZD_USD,CBOE_Volatility_Index,bb,True,False,2.5,20,1,50,-0.035281060,,39,1,38,69.230769231,0.341724056,86.666666667,-0.030921791,1.292296985,3.027607746,2.665600290,5.862984742,1.172015728
142,TRY_JPY,USD_CHF,bb,True,False,1.0,20,1,200,-0.077487468,,141,98,43,54.609929078,120.326030925,66.666666667,-18.058738708,1.194165525,5.331866256,2.659468425,2.166108513,-1.020960355
143,GBP_USD,EUR_GBP,change,False,False,1.0,20,1,10,0.096565608,,238,120,118,57.563025210,1.669738668,80.000000000,-0.073100714,0.430688160,2.504892383,2.652542427,0.428180980,0.433237834
144,UK100_Futures,OIL_USD,bb,True,False,2.5,20,1,15,-0.049710056,,30,20,10,76.666666667,2997.000000000,83.333333333,-38.500000000,1.888310120,3.901259920,2.651118022,2.360392023,0.944146314
145,EUR_GBP,US30_Futures,bb,True,False,1.5,20,1,200,-0.118627576,,99,22,77,54.545454545,0.419175588,69.230769231,-0.024033087,0.522282334,1.964052425,2.645878260,1.060800230,0.368420078
146,UK100_Futures,EUR_AUD,bb,False,False,2.0,20,1,15,0.041597097,,157,81,76,56.050955414,7740.000000000,86.666666667,-614.500000000,1.018791208,4.826119976,2.645068360,1.466757804,0.541353126
147,GBP_USD,CHF_JPY,bb,False,False,1.5,20,1,50,0.033342663,,137,81,56,54.014598540,1.207239445,73.333333333,-0.128340013,0.561346185,2.484140708,2.644934169,0.400241176,0.794373072
148,EUR_AUD,EUR_NZD,bb,True,False,2.5,20,1,100,-0.057391348,,33,15,18,69.696969697,0.637654453,85.714285714,-0.045880291,1.154922545,2.508820037,2.644480200,0.420603674,1.766854938
149,GBP_USD,UK100_Futures,bb,False,False,1.5,20,1,50,0.105903291,,137,81,56,59.854014599,1.348371072,73.333333333,-0.098520411,0.548316363,2.427664585,2.643643001,0.557280001,0.535351102
150,TRY_JPY,UK100_Futures,stoch,False,False,30.0,20,1,100,0.009757955,,136,96,40,60.294117647,120.180028993,80.000000000,-9.430057401,1.137820114,5.020682473,2.642897408,2.311618050,-1.679294934
151,GBP_USD,AUD_USD,bb,False,False,2.5,20,1,100,0.075479994,,32,16,16,71.875000000,0.708877564,66.666666667,-0.038302475,1.311629143,2.808404292,2.641961100,1.837261345,0.785996942
152,GBP_AUD,USD_JPY,stoch,False,False,30.0,20,1,200,0.113902933,,104,51,53,60.576923077,1.267829524,66.666666667,-0.137454285,0.656171921,2.535586774,2.639099922,0.700726986,0.613298179
153,GBP_AUD,AUD_USD,bb,False,False,2.0,20,1,50,0.076573001,,88,51,37,61.363636364,1.660530448,73.333333333,-0.052231701,0.851639251,3.027475703,2.638859933,0.742253915,1.002413634
154,GBP_USD,GBP_AUD,bb,True,False,2.0,20,1,200,-0.084004780,,47,25,22,63.829787234,0.868916073,78.571428571,-0.043808632,1.105788907,2.877395177,2.634642217,0.981524517,1.246998442
155,GBP_USD,EUR_GBP,bb,False,False,1.0,20,1,50,0.149183817,,185,88,97,56.756756757,1.498847963,60.000000000,-0.062237440,0.474562203,2.450910646,2.633610420,0.340774196,0.595936890
156,AUD_USD,GOLD_USD,bb,False,False,2.0,20,1,200,0.114072702,,60,48,12,61.666666667,0.538141481,78.571428571,-0.149455432,1.323245265,3.897121987,2.630098258,0.937432489,2.866496371
157,OIL_USD,EUR_CHF,bb,False,False,1.0,20,1,100,0.085757139,,149,67,82,57.718120805,176.830000000,80.000000000,-26.140000000,2.066526602,9.596607883,2.628550860,2.806754753,1.461706040
158,AUD_USD,SILVER_USD,change,False,False,1.0,20,1,100,0.111691570,,227,129,98,57.268722467,1.094538059,73.333333333,-0.047947257,0.605957117,3.475125035,2.627147059,0.754641390,0.410240063
159,CHF_JPY,AUD_NZD,bb,False,False,2.0,20,1,200,0.061238087,,49,20,29,63.265306122,55.445908325,71.428571429,-3.280073412,1.106441723,2.951598721,2.624032869,1.410865125,0.896494549
160,EUR_NZD,AUD_USD,bb,False,False,2.5,20,1,50,0.102567668,,39,17,22,69.230769231,0.957690000,66.666666667,-0.094660000,1.282879391,3.053578819,2.623668719,1.321551381,1.252996490
161,GBP_USD,UK100_Futures,bb,False,False,1.0,20,1,50,0.105903291,,189,110,79,58.201058201,1.488331144,73.333333333,-0.050341308,0.451606034,2.366980748,2.622985637,0.442957201,0.463648712
162,USD_CAD,CBOE_Volatility_Index,bb,False,False,2.0,20,1,200,0.068343535,,41,33,8,58.536585366,0.542674452,91.666666667,-0.032877874,1.121905300,2.739270132,2.622486528,1.255345433,0.571464752
163,TRY_JPY,USSPX500_Futures,sma,False,False,1.0,20,1,100,0.028527017,,208,133,75,56.730769231,144.124958966,80.000000000,-2.716842567,0.894231853,4.925755262,2.618237105,1.917862325,-0.921006183
164,GBP_JPY,CBOE_Volatility_Index,bb,True,False,1.5,20,1,50,-0.054005004,,132,63,69,62.878787879,172.594183168,93.333333333,-5.605831328,0.750861173,3.298028715,2.615725587,0.798061327,0.707765381
165,NZD_USD,EUR_GBP,di,False,False,20.0,20,1,10,0.052995042,,184,95,89,54.347826087,0.804848723,86.666666667,-0.143435666,0.693125665,3.596293693,2.614362106,0.637425118,0.752581305
166,OIL_USD,CBOE_Volatility_Index,stoch,True,False,30.0,20,1,50,-0.105151906,,178,123,55,55.617977528,212.240000000,80.000000000,-23.240000000,1.867731444,9.535541562,2.613238622,1.596366610,2.474601891
167,EUR_JPY,GBP_AUD,bb,True,False,2.0,20,1,100,-0.108123340,,63,35,28,57.142857143,86.143032544,80.000000000,-7.149547680,1.002470092,3.046798740,2.611547516,1.127860731,0.845731793
168,TRY_JPY,USSPX500_Futures,di,False,False,20.0,20,1,15,0.021328500,,127,65,62,57.480314961,159.004397608,73.333333333,-5.439337096,1.443171177,6.231269967,2.610015820,2.475165348,0.361241804
169,EUR_JPY,EUR_CHF,bb,False,False,2.0,20,1,200,0.031041372,,57,25,32,56.140350877,78.788174576,73.333333333,-12.149708800,1.083050110,3.135453291,2.607868228,1.163053883,1.020547163
170,TRY_JPY,UK100_Futures,bb,False,False,1.5,20,1,50,0.043248505,,137,81,56,61.313868613,144.051534600,73.333333333,-8.387687455,1.197934891,5.377009378,2.607670440,2.461275314,-0.629396793
171,USD_CHF,OIL_USD,bb,True,False,2.5,20,1,100,-0.010607604,,32,15,17,65.625000000,0.572576740,60.000000000,-0.025724198,1.857158523,4.029788192,2.607004285,2.772636628,1.049383725
172,CAD_JPY,COPPER_USD,bb,False,False,1.5,20,1,200,0.088459569,,94,60,34,56.382978723,78.657676580,71.428571429,-8.468637200,0.910389077,3.394967212,2.599892439,0.589656696,1.476387397
173,UK100_Futures,NZD_JPY,bb,True,False,2.0,20,1,15,-0.056736031,,142,73,69,57.746478873,6350.500000000,86.666666667,-910.500000000,1.057297411,4.847461607,2.599123780,1.123395438,0.987367613
174,NZD_JPY,EUR_GBP,sma,False,False,1.0,20,1,15,0.048137882,,172,90,82,55.813953488,90.792683853,60.000000000,-8.556386748,0.898361122,4.538151395,2.596188322,1.324073100,0.431116268
175,OIL_USD,NZD_USD,change,False,False,1.0,20,1,200,0.096478773,,194,121,73,56.701030928,233.790000000,60.000000000,-7.490000000,1.736441963,9.339831690,2.589536802,2.054394406,1.209424900
176,OIL_USD,GOLD_USD,change,False,False,1.0,20,1,200,0.076733449,,194,139,55,58.762886598,178.340000000,73.333333333,-12.870000000,1.835406927,9.876053152,2.588509795,1.638026163,2.334241948
177,EUR_AUD,AUD_JPY,bb,False,False,2.5,20,1,100,0.095503390,,38,22,16,68.421052632,0.568063438,66.666666667,-0.118536121,1.027884668,2.451119489,2.585066402,0.281805414,2.053743642
178,AUD_USD,USD_CHF,stoch,True,False,30.0,20,1,100,-0.041551204,,132,77,55,59.090909091,0.839516702,80.000000000,-0.187278297,0.786149183,3.494193503,2.584907347,0.799676059,0.767211556
179,GBP_AUD,AUD_JPY,bb,False,False,1.5,20,1,100,0.130625942,,110,73,37,60.909090909,1.581964940,93.333333333,-0.278184500,0.726021573,2.946034378,2.584687590,0.562884425,1.047886757
180,TRY_JPY,AUD_JPY,stoch,False,False,30.0,20,1,200,0.037988507,,108,79,29,58.333333333,107.319084850,73.333333333,-25.259336804,1.330504113,5.351302847,2.583857563,2.417420257,-1.630405386
181,COPPER_USD,GOLD_USD,stoch,False,False,30.0,20,1,200,0.133984644,,98,73,25,62.244897959,4.450500000,78.571428571,-1.056500000,2.188285825,8.411297410,2.575455769,1.619566271,3.848946921
182,GBP_USD,GBP_AUD,stoch,True,False,30.0,20,1,50,-0.106383456,,165,98,67,59.393939394,1.373485824,73.333333333,-0.182439120,0.470597018,2.347725375,2.574802068,0.523651119,0.392995498
183,TRY_JPY,GOLD_USD,bb,False,False,1.0,20,1,200,0.038464375,,142,103,39,63.380281690,127.798610612,73.333333333,-9.139053752,1.178586858,5.461509003,2.571538983,1.698609141,-0.194805326
184,GBP_USD,COPPER_USD,bb,False,False,1.0,20,1,100,0.127314219,,164,98,66,59.146341463,1.331833967,73.333333333,-0.192341209,0.492998217,2.457848567,2.568692696,0.390742259,0.644832821
185,EUR_JPY,NQ100_Futures,bb,False,False,2.5,20,1,15,-0.001812152,,37,10,27,64.864864865,84.284358824,78.571428571,-3.338865200,1.625894234,3.852117037,2.567400842,1.852091953,1.542117301
186,GBP_USD,AUD_USD,bb,False,False,2.0,20,1,50,0.070806177,,88,51,37,62.500000000,1.001050392,86.666666667,-0.034996410,0.680178217,2.489919458,2.562587812,0.845316807,0.452554755
187,GBP_USD,EUR_GBP,sma,False,False,1.0,20,1,50,0.108014103,,177,85,92,58.757062147,1.486352203,86.666666667,-0.070237384,0.489077178,2.543632332,2.558053918,0.519277538,0.461174672
188,GBP_USD,EUR_GBP,bb,False,False,2.0,20,1,50,0.149183817,,84,44,40,64.285714286,0.942012345,73.333333333,-0.106097729,0.673527300,2.413921243,2.557241539,0.550146969,0.809245665
189,GBP_USD,UK100_Futures,sma,False,False,1.0,20,1,100,0.114836397,,213,125,88,55.868544601,1.584512795,73.333333333,-0.091761603,0.434124129,2.480976210,2.553766157,0.370573652,0.524394695
190,EUR_CHF,USD_CHF,di,True,False,20.0,20,1,15,-0.138465077,,120,66,54,60.000000000,0.721751332,73.333333333,-0.068091097,0.466690063,2.002469145,2.553014867,0.368122246,0.587161839
191,GBP_USD,UK100_Futures,sma,False,False,1.0,20,1,50,0.131879166,,224,128,96,57.589285714,1.619074596,73.333333333,-0.093153990,0.412651762,2.419265164,2.552843791,0.348228626,0.498549276
192,GBP_USD,GBP_AUD,bb,True,False,1.5,20,1,50,-0.111423424,,129,73,56,59.689922481,1.197019776,66.666666667,-0.146182046,0.534700426,2.379237241,2.552511081,0.770315277,0.227559637
193,TRY_JPY,EUR_JPY,change,False,False,1.0,20,1,100,0.030458429,,210,127,83,57.619047619,157.582774940,60.000000000,-6.595062437,0.920659491,5.235601062,2.548250600,2.207793407,-1.048810475
194,UK100_Futures,AUD_JPY,di,True,False,20.0,20,1,15,-0.047682299,,122,62,60,59.836065574,5925.500000000,86.666666667,-578.500000000,0.959187357,4.159189786,2.547267903,1.169112850,0.742264348
195,GBP_USD,EUR_AUD,di,True,False,20.0,20,1,15,-0.041590826,,119,57,62,58.823529412,1.277117916,73.333333333,-0.161442538,0.599968978,2.570350410,2.546302185,0.758719839,0.454020607
196,TRY_JPY,EUR_GBP,stoch,True,False,30.0,20,1,200,-0.019154985,,110,71,39,62.727272727,93.794501949,73.333333333,-16.520226221,1.275119417,5.252524707,2.546121345,2.433346001,-0.833446928
197,TRY_JPY,US30_Futures,bb,False,False,1.5,20,1,200,0.017922230,,99,77,22,59.595959596,85.958221574,76.923076923,-4.037285345,1.204869608,4.714050266,2.543100000,1.499905762,0.172243067
198,EUR_USD,GBP_AUD,bb,True,False,2.0,20,1,200,-0.054747296,,47,25,22,55.319148936,0.555703916,71.428571429,-0.041803279,0.952669278,2.568863907,2.542435782,0.956426295,0.948399940
199,TRY_JPY,CBOE_Volatility_Index,bb,True,False,1.5,20,1,50,-0.024744870,,132,63,69,54.545454545,122.182939042,73.333333333,-7.893619852,1.148010165,5.198662291,2.537120491,2.772887398,-0.335573395
200,USD_CHF,GBP_AUD,bb,False,False,2.5,20,1,50,0.106721348,,42,22,20,59.523809524,0.473660915,86.666666667,-0.030483186,1.060192205,2.709916037,2.535440462,0.956155790,1.174632261
201,NZD_USD,GOLD_USD,bb,False,False,2.0,20,1,200,0.050415053,,60,48,12,53.333333333,0.404238363,64.285714286,-0.077958524,1.195293728,3.654104177,2.533782551,1.043385212,1.802927789
202,GBP_JPY,UK100_Futures,sma,False,False,1.0,20,1,100,0.116724497,,213,125,88,54.460093897,211.910019771,66.666666667,-12.859180040,0.563090320,3.246502234,2.531349765,0.658369361,0.427750774
203,OIL_USD,CBOE_Volatility_Index,bb,True,False,1.5,20,1,200,-0.078097072,,74,30,44,59.459459459,106.900000000,53.333333333,-9.960000000,2.692948360,9.167986692,2.526794431,2.907818092,2.546446270
204,CAD_JPY,AUD_NZD,bb,False,False,1.5,20,1,100,0.152899708,,110,48,62,56.363636364,79.883251320,93.333333333,-12.751430660,0.797894865,3.312983427,2.525938366,1.218925792,0.471935437
205,EUR_AUD,GBP_USD,bb,False,False,2.0,20,1,10,0.051535295,,133,67,66,58.646616541,1.265130847,66.666666667,-0.158297775,0.590171657,2.696619171,2.523972107,0.555112262,0.625762254
206,AUD_JPY,SILVER_USD,bb,True,False,2.5,20,1,15,-0.027638429,,57,28,29,73.684210526,59.146010424,80.000000000,-6.374632512,1.252351361,3.747992556,2.522695893,2.526703432,0.021942465
207,OIL_USD,EUR_AUD,stoch,True,False,30.0,20,1,200,-0.095025931,,110,70,40,56.363636364,145.680000000,78.571428571,-12.320000000,2.320909710,9.652850856,2.521732362,3.062137917,1.023760347
208,GBP_USD,COPPER_USD,di,False,False,20.0,20,1,10,0.056898207,,200,105,95,59.500000000,1.547989887,73.333333333,-0.220296961,0.427790914,2.399899093,2.520888123,0.379726893,0.480914305
209,GBP_AUD,NZD_JPY,bb,False,False,2.5,20,1,100,0.070901061,,34,20,14,67.647058824,0.970153771,78.571428571,-0.076857711,1.214526525,2.810624810,2.519669547,0.865987605,1.712439268
210,AUD_USD,EUR_GBP,bb,False,False,1.5,20,1,100,0.125922132,,107,51,56,56.074766355,0.696895989,80.000000000,-0.047290188,0.831143743,3.412520414,2.519374740,1.125779527,0.562814726
211,GBP_USD,USD_CAD,bb,True,False,2.0,20,1,100,-0.069804996,,69,37,32,55.072463768,0.971836350,86.666666667,-0.097698755,0.838361307,2.767049302,2.516743028,0.833352756,0.844152444
212,GBP_USD,COPPER_USD,sma,False,False,1.0,20,1,100,0.166354935,,212,121,91,54.245283019,1.433515168,66.666666667,-0.092627731,0.403693999,2.343105376,2.508582588,0.371758422,0.446157787
213,OIL_USD,GOLD_USD,bb,False,False,2.0,20,1,200,0.147563604,,57,45,12,59.649122807,88.280000000,71.428571429,-30.470000000,3.565258740,10.730698251,2.508421407,1.880940069,9.881453755
214,CHF_JPY,OIL_USD,bb,False,False,2.5,20,1,50,0.004665852,,38,19,19,63.157894737,36.851156954,80.000000000,-5.335295760,1.104928839,2.718304871,2.505693486,1.281030527,0.928827151
215,OIL_USD,NQ100_Futures,bb,False,False,2.5,20,1,15,0.018879436,,37,10,27,67.567567568,105.850000000,78.571428571,-6.090000000,4.050060984,9.835302673,2.504809462,2.564979373,4.600091210
216,GBP_AUD,CHF_JPY,di,False,False,20.0,20,1,10,0.065018875,,194,101,93,59.793814433,2.022090903,60.000000000,-0.124190640,0.502977077,2.798388005,2.503462713,0.571839605,0.428190891
217,GBP_USD,CHF_JPY,bb,False,False,2.0,20,1,50,0.033342663,,87,55,32,59.770114943,0.953319515,73.333333333,-0.076399619,0.665116220,2.478467976,2.503074949,0.392899044,1.132989493
218,GBP_USD,COPPER_USD,bb,False,False,1.5,20,1,100,0.127314219,,115,71,44,61.739130435,1.089604792,73.333333333,-0.131942676,0.552093457,2.366247436,2.502080995,0.491925265,0.649183040
219,EUR_AUD,GBP_CHF,bb,False,False,2.5,20,1,50,0.009037786,,53,20,33,66.037735849,0.835959085,86.666666667,-0.033957520,0.902016128,2.624862307,2.501760385,0.500968761,1.145075139
220,EUR_CHF,USD_CHF,bb,True,False,1.5,20,1,200,-0.174606443,,89,62,27,62.921348315,0.723167385,73.333333333,-0.044215636,0.636785181,2.402032139,2.500973772,0.497388819,0.956880529
221,NZD_USD,EUR_GBP,sma,False,False,1.0,20,1,15,0.074823011,,172,90,82,56.976744186,0.784210570,66.666666667,-0.043888386,0.747849759,3.929545571,2.495952132,0.851077268,0.634551275
222,EUR_USD,AUD_NZD,bb,False,False,1.5,20,1,50,0.040245873,,135,62,73,60.740740741,1.084613634,53.333333333,-0.063785573,0.596203071,2.777322152,2.494220444,0.612448573,0.582405521
223,TRY_JPY,UK100_Futures,bb,False,False,1.0,20,1,50,0.043248505,,189,110,79,61.375661376,155.819652140,80.000000000,-15.459060151,1.002094256,5.523433278,2.494194762,2.265836033,-0.757546192
224,EUR_USD,GBP_CHF,stoch,True,False,30.0,20,1,50,-0.040041527,,151,75,76,56.291390728,1.003841633,80.000000000,-0.092770027,0.554369457,2.735550128,2.490250817,0.663470705,0.446703753
225,GBP_JPY,UK100_Futures,bb,False,False,1.0,20,1,50,0.078359898,,189,110,79,57.142857143,181.957184842,73.333333333,-5.722252862,0.548186348,3.026966644,2.489725586,0.709182530,0.324014449
226,GBP_JPY,UK100_Futures,bb,False,False,1.5,20,1,200,0.112113440,,99,66,33,60.606060606,151.282124772,71.428571429,-13.150314596,0.819954108,3.276872445,2.489703367,0.559049759,1.341762805
227,TRY_JPY,NQ100_Futures,bb,False,False,1.0,20,1,200,-0.020247241,,148,112,36,60.135135135,114.180138477,66.666666667,-9.342776597,1.030982293,5.044982537,2.486121771,1.741613357,-1.179869908
228,CAD_JPY,CBOE_Volatility_Index,bb,True,False,1.5,20,1,50,-0.027633684,,132,63,69,62.121212121,84.112388860,86.666666667,-3.964759400,0.693658850,3.207790450,2.484430813,0.651331431,0.732305624
229,TRY_JPY,USSPX500_Futures,stoch,False,False,30.0,20,1,100,0.015993416,,152,113,39,58.552631579,118.756563213,66.666666667,-4.222040027,1.042610279,5.174846015,2.483970107,1.927233910,-1.520529984
230,AUD_JPY,EUR_GBP,di,False,False,20.0,20,1,10,0.061319430,,184,95,89,57.065217391,105.486817833,80.000000000,-5.183362611,0.754951441,4.124906289,2.482640543,1.008386613,0.484430752
231,OIL_USD,SILVER_USD,bb,False,False,2.5,20,1,200,0.092567359,,32,23,9,65.625000000,85.330000000,69.230769231,-14.790000000,4.029398363,9.187214113,2.481026236,2.459330747,8.041793380
232,GBP_AUD,NZD_JPY,bb,False,False,2.5,20,1,50,0.045487055,,50,24,26,74.000000000,1.212817949,80.000000000,-0.144349853,1.038482643,2.960186324,2.480648307,0.996378504,1.077348003
233,AUD_USD,EUR_USD,bb,False,False,2.5,20,1,100,0.094230970,,30,18,12,60.000000000,0.428368467,71.428571429,-0.030565667,1.756841608,3.885877579,2.476304925,0.847859391,3.120314933
234,USD_CAD,ZAR_JPY,bb,True,False,2.5,20,1,15,-0.038701604,,49,38,11,65.306122449,0.515963134,73.333333333,-0.096441398,0.930041148,2.629784605,2.475597441,1.111734326,0.302373806
235,UK100_Futures,ZAR_JPY,bb,True,False,2.0,20,1,15,-0.011558648,,143,80,63,57.342657343,6375.000000000,80.000000000,-532.500000000,0.920151792,4.445027990,2.475443367,1.439929658,0.260116407
236,AUD_JPY,GOLD_USD,sma,False,False,1.0,20,1,200,0.090535627,,197,140,57,57.868020305,108.222591959,93.333333333,-2.794910784,0.727979809,4.132875310,2.472294167,0.758024837,0.654185002
237,GBP_AUD,AUD_JPY,bb,False,False,2.5,20,1,50,0.101433700,,39,15,24,76.923076923,0.997129297,71.428571429,-0.181511726,1.211422966,3.060196375,2.472172721,0.634225663,1.572171281
238,USD_JPY,AUD_NZD,bb,False,False,2.0,20,1,100,0.145636267,,69,29,40,56.521739130,55.824145920,66.666666667,-3.517842320,0.778250154,2.616616462,2.470607136,1.326050779,0.381094701
239,EUR_JPY,AUD_NZD,change,False,False,1.0,20,1,50,0.158025904,,206,95,111,55.339805825,146.769594292,73.333333333,-29.417312176,0.524579292,3.047669436,2.470454690,0.774985163,0.310267961
